,40 mutual friends,Word and ed,Places lived,contact and basic info,relationship and family,friend total time
0,6.529162883758545,2.6078851222991943,2.0613811016082764,2.2833800315856934,2.725641965866089,18.435966968536377
mean,6.529162883758545,2.6078851222991943,2.0613811016082764,2.2833800315856934,2.725641965866089,18.435966968536377
